	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root
10504	137643	goarnă	=	Ncfsrn	goar.nă	go'arnă	g o_X a r n @	2		0	g o_X a r n
10505	137644	goblen	=	Ncms-n	go.blen	gobl'en	g o b l e n	2		1	g o b l e n
10506	137651	goeland	=	Ncms-n	go.e.land	goel'and	g o e l a n d	3		2	g o e l a n d
10507	137657	gofreu	=	Ncms-n	go.freu	gofr'eu	g o f r e w	2		1	g o f r e
10508	137663	gogleaz	=	Ncms-n	go.gleaz	gogle'az	g o g l e_X a z	2		1	g o g l e_X a z
10509	137672	gogoașă	=	Ncfsrn	go.goa.șă	gogo'așă	g o g o_X a S @	3		1	g o g o_X a S
10510	137673	gogonat	=	Afpms-n	go.go.nat	gogon'at	g o g o n a t	3		2	g o g o n a t
10511	137691	gogren	=	Ncms-n	go.gren	gogr'en	g o g r e n	2		1	g o g r e n
10512	137705	golănesc	=	Afpms-n	go.lă.nesc	golăn'esc	g o l @ n e s k	3		2	g o l @ n e s k
10513	137715	golănie	=	Ncfsrn	go.lă.ni.e	golăn'ie	g o l @ n i e	4		2	g o l @ n i
10514	137721	gol	=	Afpms-n	gol	gol	g o l	1		0	g o l
10515	137722	gol	=	Ncms-n	gol	gol	g o l	1		0	g o l
10516	137723	golan	=	Ncms-n	go.lan	gol'an	g o l a n	2		1	g o l a n
10517	137730	golaveraj	=	Ncms-n	go.la.ve.raj	golaver'aj	g o l a v e r a Z	4		3	g o l a v e r a Z
10518	137747	golf	=	Ncms-n	golf	golf	g o l f	1		0	g o l f
10519	137754	golgeter	=	Ncms-n	gol.ge.ter	golg'eter	g o l e t e r	3		1	g o l e t e r
10520	137760	golgheter	=	Ncms-n	gol.ghe.ter	golgh'eter	g o l g_j e t e r	3		1	g o l g_j e t e r
10521	137767	goli	=	Vmnp	go.li	gol'i	g o l i	2		1	g o l
10522	137768	goliard	=	Ncms-n	go.li.ard	goli'ard	g o l i a r d	3		2	g o l i a r d
10523	137774	goliciune	=	Ncfsrn	go.li.ciu.ne	golici'une	g o l i tS u n e	4		2	g o l i tS u n
10524	137794	golit	=	Afpms-n	go.lit	gol'it	g o l i t	2		1	g o l i t
10525	137821	golomoz	=	Ncms-n	go.lo.moz	golom'oz	g o l o m o z	3		2	g o l o m o z
10526	137824	golomăț	=	Ncms-n	go.lo.măț	golom'ăț	g o l o m @ ts	3		2	g o l o m @ ts
10527	137836	goluț	=	Afpms-n	go.luț	gol'uț	g o l u ts	2		1	g o l u ts
10528	137860	gonfalonier	=	Ncms-n	gon.fa.lo.ni.er	gonfaloni'er	g o n f a l o n i e r	5		4	g o n f a l o n i e r
10529	137867	gonflabil	=	Afpms-n	gon.fla.bil	gonfl'abil	g o n f l a b i l	3		1	g o n f l a b i l
10530	137880	gong	=	Ncms-n	gong	gong	g o n g	1		0	g o n g
10531	137887	goni	=	Vmnp	go.ni	gon'i	g o n i	2		1	g o n
10532	137910	gordian	=	Afpms-n	gor.di.an	gordi'an	g o r d i a n	3		2	g o r d i a n
10533	137923	gorjean	=	Afpms-n	gor.jean	gorje'an	g o r Z e_X a n	2		1	g o r Z e_X a n
10534	137926	gorjeancă	=	Ncfsrn	gor.jean.că	gorje'ancă	g o r Z e_X a n k @	3		1	g o r Z e_X a n k
10535	137943	gorun	=	Ncms-n	go.run	gor'un	g o r u n	2		1	g o r u n
10536	137959	gospodăresc	=	Afpms-n	gos.po.dă.resc	gospodăr'esc	g o s p o d @ r e s k	4		3	g o s p o d @ r e s k
10537	137974	gospodări	=	Vmnp	gos.po.dă.ri	gospodăr'i	g o s p o d @ r i	4		3	g o s p o d @ r
10538	137976	gospodărie	=	Ncfsrn	gos.po.dă.ri.e	gospodăr'ie	g o s p o d @ r i e	5		3	g o s p o d @ r i
10539	137985	gospodărire	=	Ncfsrn	gos.po.dă.ri.re	gospodăr'ire	g o s p o d @ r i r e	5		3	g o s p o d @ r i r
10540	138010	gospodar	=	Afpms-n	gos.po.dar	gospod'ar	g o s p o d a r	3		2	g o s p o d a r
10541	138011	gospodar	=	Ncms-n	gos.po.dar	gospod'ar	g o s p o d a r	3		2	g o s p o d a r
10542	138030	gospodină	=	Ncfsrn	gos.po.di.nă	gospod'ină	g o s p o d i n @	4		2	g o s p o d i n
10543	138031	gotcan	=	Ncms-n	got.can	gotc'an	g o t k a n	2		1	g o t k a n
10544	138038	gotic	=	Afpms-n	go.tic	g'otic	g o t i k	2		0	g o t i k
10545	138063	grăbi	=	Vmnp	gră.bi	grăb'i	g r @ b i	2		1	g r @ b
10546	138068	grăbire	=	Ncfsrn	gră.bi.re	grăb'ire	g r @ b i r e	3		1	g r @ b i r
10547	138085	grăbit	=	Afpms-n	gră.bit	grăb'it	g r @ b i t	2		1	g r @ b i t
10548	138109	grădinar	=	Ncms-n	gră.di.nar	grădin'ar	g r @ d i n a r	3		2	g r @ d i n a r
10549	138127	grădiniță	=	Ncfsrn	gră.di.ni.ță	grădin'iță	g r @ d i n i ts @	4		2	g r @ d i n i ts
10550	138129	grădină	=	Ncfsrn	gră.di.nă	grăd'ină	g r @ d i n @	3		1	g r @ d i n
10551	138130	grădinărit	=	Ncms-n	gră.di.nă.rit	grădinăr'it	g r @ d i n @ r i t	4		3	g r @ d i n @ r i t
10552	138133	grădiște	=	Ncfsrn	gră.diș.te	gr'ădiște	g r @ d i S t e	3		0	g r @ d i S t
10553	138141	grăi	=	Vmnp	gră.i	gră'i	g r @ i	2		1	g r @
10554	138167	grăit	=	Afpms-n	gră.it	gră'it	g r @ i t	2		1	g r @ i t
10555	138181	grăitor	=	Afpms-n	gră.i.tor	grăit'or	g r @ i t o r	3		2	g r @ i t o r
10556	138200	grăjdar	=	Ncms-n	grăj.dar	grăjd'ar	g r @ Z d a r	2		1	g r @ Z d a r
10557	138208	grămadă	=	Ncfsrn	gră.ma.dă	grăm'adă	g r @ m a d @	3		1	g r @ m a d
10558	138217	grămăjuie	=	Ncfsrn	gră.mă.ju.ie	grămăj'uie	g r @ m @ Z u j e	4		2	g r @ m @ Z u j
10559	138221	grănicer	=	Ncms-n	gră.ni.cer	grănic'er	g r @ n i tS e r	3		2	g r @ n i tS e r
10560	138228	grăsime	=	Ncfsrn	gră.si.me	grăs'ime	g r @ s i m e	3		1	g r @ s i m
10561	138235	grătar	=	Ncms-n	gră.tar	grăt'ar	g r @ t a r	2		1	g r @ t a r
10562	138242	grăunte	=	Ncms-n	gră.un.te	gră'unte	g r @ u n t e	3		1	g r @ u n t
10563	138245	grăunț	=	Afpms-n	gră.unț	gră'unț	g r @ u n ts	2		1	g r @ u n ts
10564	138255	grația	=	Vmnp	gra.ți.a	grați'a	g r a ts i a	3		2	g r a ts i
10565	138270	grațiat	=	Afpms-n	gra.ți.at	grați'at	g r a ts i a t	3		2	g r a ts i a t
10566	138295	grație	=	Ncfsrn	gra.ți.e	gr'ație	g r a ts i e	3		0	g r a ts i
10567	138300	grațiere	=	Ncfsrn	gra.ți.e.re	grați'ere	g r a ts i e r e	4		2	g r a ts i e r
10568	138320	grabnic	=	Afpms-n	grab.nic	gr'abnic	g r a b n i k	2		0	g r a b n i k
10569	138333	grabă	=	Ncfsrn	gra.bă	gr'abă	g r a b @	2		0	g r a b
10570	138334	grad	=	Ncms-n	grad	grad	g r a d	1		0	g r a d
10571	138335	gradat	=	Afpms-n	gra.dat	grad'at	g r a d a t	2		1	g r a d a t
10572	138351	gradual	=	Afpms-n	gra.du.al	gradu'al	g r a d u a l	3		2	g r a d u a l
10573	138367	graf	=	Ncms-n	graf	graf	g r a f	1		0	g r a f
10574	138376	graffito	=	Ncfsvy	gra.ffi.to	graff'ito	g r a f i t o	3		1	g r a f i t
10575	138382	grafic	=	Afpms-n	gra.fic	gr'afic	g r a f i k	2		0	g r a f i k
10576	138383	grafic	=	Ncms-n	gra.fic	gr'afic	g r a f i k	2		0	g r a f i k
10577	138398	grafician	=	Ncms-n	gra.fi.ci.an	grafici'an	g r a f i tS i a n	4		3	g r a f i tS i a n
10578	138413	grafică	=	Ncfsrn	gra.fi.că	gr'afică	g r a f i k @	3		0	g r a f i k
10579	138417	grafit	=	Ncms-n	gra.fit	graf'it	g r a f i t	2		1	g r a f i t
10580	138426	grai	=	Ncms-n	grai	grai	g r a j	1		0	g r a
10581	138427	graifer	=	Ncms-n	grai.fer	gr'aifer	g r a j f e r	2		0	g r a j f e r
10582	138435	grajd	=	Ncms-n	grajd	grajd	g r a Z d	1		0	g r a Z d
10583	138442	gram	=	Ncms-n	gram	gram	g r a m	1		0	g r a m
10584	138444	gramatical	=	Afpms-n	gra.ma.ti.cal	gramatic'al	g r a m a t i k a l	4		3	g r a m a t i k a l
10585	138468	gramatică	=	Ncfsrn	gra.ma.ti.că	gram'atică	g r a m a t i k @	4		1	g r a m a t i k
10586	138475	grande	=	Ncms-n	gran.de	gr'ande	g r a n d e	2		0	g r a n d
10587	138478	grandilocvent	=	Afpms-n	gran.di.loc.vent	grandilocv'ent	g r a n d i l o k v e n t	4		3	g r a n d i l o k v e n t
10588	138499	grandios	=	Afpms-n	gran.di.os	grandi'os	g r a n d i o s	3		2	g r a n d i o s
10589	138503	grandiozitate	=	Ncfsrn	gran.di.o.zi.ta.te	grandiozit'ate	g r a n d i o z i t a t e	6		4	g r a n d i o z i t a t
10590	138513	grandoare	=	Ncfsrn	gran.doa.re	grando'are	g r a n d o_X a r e	3		1	g r a n d o_X a r
10591	138516	grandomanie	=	Ncfsrn	gran.do.ma.ni.e	grandoman'ie	g r a n d o m a n i e	5		3	g r a n d o m a n i
10592	138527	grangor	=	Ncms-n	gran.gor	gr'angor	g r a n g o r	2		0	g r a n g o r
10593	138533	granit	=	Ncms-n	gra.nit	gran'it	g r a n i t	2		1	g r a n i t
10594	138546	graniță	=	Ncfsrn	gra.ni.ță	gr'aniță	g r a n i ts @	3		0	g r a n i ts
10595	138547	grant	=	Ncms-n	grant	grant	g r a n t	1		0	g r a n t
10596	138556	graptolit	=	Ncms-n	grap.to.lit	graptol'it	g r a p t o l i t	3		2	g r a p t o l i t
10597	138564	gras	=	Afpms-n	gras	gras	g r a s	1		0	g r a s
10598	138575	gratie	=	Ncfsrn	gra.ti.e	gr'atie	g r a t i e	3		0	g r a t i
10599	138582	gratitudine	=	Ncfsrn	gra.ti.tu.di.ne	gratit'udine	g r a t i t u d i n e	5		2	g r a t i t u d i n
10600	138589	gratuit	=	Afpms-n	gra.tu.it	gratu'it	g r a t u i t	3		2	g r a t u i t
10601	138591	gratuitate	=	Ncfsrn	gra.tu.i.ta.te	gratuit'ate	g r a t u i t a t e	5		3	g r a t u i t a t
10602	138610	gratula	=	Vmnp	gra.tu.la	gratul'a	g r a t u l a	3		2	g r a t u l
10603	138624	gratulat	=	Afpms-n	gra.tu.lat	gratul'at	g r a t u l a t	3		2	g r a t u l a t
10604	138653	graur	=	Ncms-n	gra.ur	gr'aur	g r a u r	2		0	g r a u r
10605	138663	grav	=	Afpms-n	grav	grav	g r a v	1		0	g r a v
10606	138666	grava	=	Vmnp	gra.va	grav'a	g r a v a	2		1	g r a v
10607	138705	gravelă	=	Ncfsrn	gra.ve.lă	grav'elă	g r a v e l @	3		1	g r a v e l
10608	138723	gravidă	=	Ncfsrn	gra.vi.dă	grav'idă	g r a v i d @	3		1	g r a v i d
10609	138727	gravita	=	Vmnp	gra.vi.ta	gravit'a	g r a v i t a	3		2	g r a v i t
10610	138741	gravitat	=	Afpms-n	gra.vi.tat	gravit'at	g r a v i t a t	3		2	g r a v i t a t
10611	138743	gravitate	=	Ncfsrn	gra.vi.ta.te	gravit'ate	g r a v i t a t e	4		2	g r a v i t a t
10612	138757	gravitație	=	Ncfsrn	gra.vi.ta.ți.e	gravit'ație	g r a v i t a ts i e	5		2	g r a v i t a ts i
10613	138763	gravitațional	=	Afpms-n	gra.vi.ta.ți.o.nal	gravitațion'al	g r a v i t a ts i o n a l	6		5	g r a v i t a ts i o n a l
10614	138797	gravură	=	Ncfsrn	gra.vu.ră	grav'ură	g r a v u r @	3		1	g r a v u r
10615	138802	greș	=	Ncms-n	greș	greș	g r e S	1		0	g r e S
10616	138806	greșeală	=	Ncfsrn	gre.șea.lă	greșe'ală	g r e S e_X a l @	3		1	g r e S e_X a l
10617	138822	greși	=	Vmnp	gre.și	greș'i	g r e S i	2		1	g r e S
10618	138837	greșit	=	Afpms-n	gre.șit	greș'it	g r e S i t	2		1	g r e S i t
10619	138873	grea	=	Vmnp	gre.a	gre'a	g r e a	2		1	g r e
10620	138876	greacă	=	Ncfsrn	grea.că	gre'acă	g r e_X a k @	2		0	g r e_X a k
10621	138901	greață	=	Ncfsrn	grea.ță	gre'ață	g r e_X a ts @	2		0	g r e_X a ts
10622	138902	greblare	=	Ncfsrn	gre.bla.re	grebl'are	g r e b l a r e	3		1	g r e b l a r
10623	138909	grec	=	Afpms-n	grec	grec	g r e k	1		0	g r e k
10624	138910	grec	=	Ncms-n	grec	grec	g r e k	1		0	g r e k
10625	138919	grecesc	=	Afpms-n	gre.cesc	grec'esc	g r e tS e s k	2		1	g r e tS e s k
10626	138949	gref	=	Ncms-n	gref	gref	g r e f	1		0	g r e f
10627	138951	grefa	=	Vmnp	gre.fa	gref'a	g r e f a	2		1	g r e f
10628	138981	grefier	=	Ncms-n	gre.fi.er	grefi'er	g r e f i e r	3		2	g r e f i e r
10629	138999	gregorian	=	Afpms-n	gre.go.ri.an	gregori'an	g r e g o r i a n	4		3	g r e g o r i a n
10630	139031	grenadier	=	Ncms-n	gre.na.di.er	grenadi'er	g r e n a d i e r	4		3	g r e n a d i e r
10631	139038	grenadir	=	Ncms-n	gre.na.dir	grenad'ir	g r e n a d i r	3		2	g r e n a d i r
10632	139044	grenadă	=	Ncfsrn	gre.na.dă	gren'adă	g r e n a d @	3		1	g r e n a d
10633	139050	greoi	=	Afpm--n	gre.oi	gre'oi	g r e o j	2		1	g r e o
10634	139056	grepfrut	=	Ncms-n	grep.frut	gr'epfrut	g r e p f r u t	2		0	g r e p f r u t
10635	139063	gresie	=	Ncfsrn	gre.si.e	gr'esie	g r e s i e	3		0	g r e s i
10636	139069	greu	=	Afpms-n	greu	greu	g r e w	1		0	g r e
10637	139070	greu	=	Ncms-n	greu	greu	g r e w	1		0	g r e
10638	139077	greutate	=	Ncfsrn	gre.u.ta.te	greut'ate	g r e u t a t e	4		2	g r e u t a t
10639	139085	greva	=	Vmnp	gre.va	grev'a	g r e v a	2		1	g r e v
10640	139120	grevist	=	Ncms-n	gre.vist	grev'ist	g r e v i s t	2		1	g r e v i s t
10641	139128	grevă	=	Ncfsrn	gre.vă	gr'evă	g r e v @	2		0	g r e v
10642	139133	gri	=	Ncms-n	gri	gri	g r i	1		0	g r
10643	139134	griș	=	Ncms-n	griș	griș	g r i S	1		0	g r i S
10644	139141	griddipmetru	=	Ncms-n	gri.ddip.me.tru	griddipm'etru	g r i d i p m e t r u	4		2	g r i d i p m e t r
10645	139144	grifon	=	Ncms-n	gri.fon	grif'on	g r i f o n	2		1	g r i f o n
10646	139151	grijă	=	Ncfsrn	gri.jă	gr'ijă	g r i Z @	2		0	g r i Z
10647	139154	grijanie	=	Ncfsrn	gri.ja.ni.e	grij'anie	g r i Z a n i e	4		1	g r i Z a n i
10648	139172	griji	=	Vmnp	gri.ji	grij'i	g r i Z i	2		1	g r i Z
10649	139199	grijnic	=	Afpms-n	grij.nic	gr'ijnic	g r i Z n i k	2		0	g r i Z n i k
10650	139221	grijuliu	=	Afpms-n	gri.ju.liu	grijul'iu	g r i Z u l i w	3		2	g r i Z u l i
10651	139224	gril	=	Ncms-n	gril	gril	g r i l	1		0	g r i l
10652	139234	grilă	=	Ncfsrn	gri.lă	gr'ilă	g r i l @	2		0	g r i l
10653	139242	grimasă	=	Ncfsrn	gri.ma.să	grim'asă	g r i m a s @	3		1	g r i m a s
10654	139243	grind	=	Ncms-n	grind	grind	g r i n d	1		0	g r i n d
10655	139247	grindina	=	Vmnp	grin.di.na	grindin'a	g r i n d i n a	3		2	g r i n d i n
10656	139263	grindină	=	Ncfsrn	grin.di.nă	gr'indină	g r i n d i n @	3		0	g r i n d i n
10657	139272	grindă	=	Ncfsrn	grin.dă	gr'indă	g r i n d @	2		0	g r i n d
10658	139279	gripa	=	Vmnp	gri.pa	grip'a	g r i p a	2		1	g r i p
10659	139283	gripal	=	Afpms-n	gri.pal	grip'al	g r i p a l	2		1	g r i p a l
10660	139325	gripcă	=	Ncfsrn	grip.că	gr'ipcă	g r i p k @	2		0	g r i p k
10661	139338	gripă	=	Ncfsrn	gri.pă	gr'ipă	g r i p @	2		0	g r i p
10662	139341	gris	=	Ncms-n	gris	gris	g r i s	1		0	g r i s
10663	139350	griv	=	Ncms-n	griv	griv	g r i v	1		0	g r i v
10664	139362	grizuscop	=	Ncms-n	gri.zu.scop	grizusc'op	g r i z u s k o p	3		2	g r i z u s k o p
10665	139365	grizzly	=	Ncm--n	griz.zly	gr'izzly	g r i z l i	2		0	g r i z l
10666	139368	groș	=	Ncms-n	groș	groș	g r o S	1		0	g r o S
10667	139369	groșcior	=	Ncms-n	groș.cior	groșci'or	g r o S tS o r	2		1	g r o S tS o r
10668	139382	groapă	=	Ncfsrn	groa.pă	gro'apă	g r o_X a p @	2		0	g r o_X a p
10669	139396	groaznic	=	Afpms-n	groaz.nic	gro'aznic	g r o_X a z n i k	2		0	g r o_X a z n i k
10670	139410	groază	=	Ncfsrn	groa.ză	gro'ază	g r o_X a z @	2		0	g r o_X a z
10671	139411	grob	=	Afpms-n	grob	grob	g r o b	1		0	g r o b
10672	139424	grof	=	Ncms-n	grof	grof	g r o f	1		0	g r o f
10673	139430	grog	=	Ncms-n	grog	grog	g r o g	1		0	g r o g
10674	139437	grom	=	Ncms-n	grom	grom	g r o m	1		0	g r o m
10675	139441	gromovnic	=	Ncms-n	gro.mov.nic	grom'ovnic	g r o m o v n i k	3		1	g r o m o v n i k
10676	139450	gropar	=	Ncms-n	gro.par	grop'ar	g r o p a r	2		1	g r o p a r
10677	139468	gropiță	=	Ncfsrn	gro.pi.ță	grop'iță	g r o p i ts @	3		1	g r o p i ts
10678	139475	gropniță	=	Ncfsrn	grop.ni.ță	gr'opniță	g r o p n i ts @	3		0	g r o p n i ts
10679	139476	gros	=	Afpms-n	gros	gros	g r o s	1		0	g r o s
10680	139477	gros	=	Ncms-n	gros	gros	g r o s	1		0	g r o s
10681	139479	grosier	=	Afpms-n	gro.si.er	grosi'er	g r o s i e r	3		2	g r o s i e r
10682	139493	grosime	=	Ncfsrn	gro.si.me	gros'ime	g r o s i m e	3		1	g r o s i m
10683	139500	grosolan	=	Afpms-n	gro.so.lan	grosol'an	g r o s o l a n	3		2	g r o s o l a n
10684	139515	grosolănie	=	Ncfsrn	gro.so.lă.ni.e	grosolăn'ie	g r o s o l @ n i e	5		3	g r o s o l @ n i
10685	139535	grotesc	=	Afpms-n	gro.tesc	grot'esc	g r o t e s k	2		1	g r o t e s k
10686	139546	grotă	=	Ncfsrn	gro.tă	gr'otă	g r o t @	2		0	g r o t
10687	139547	grozav	=	Afpms-n	gro.zav	groz'av	g r o z a v	2		1	g r o z a v
10688	139562	grozăvie	=	Ncfsrn	gro.ză.vi.e	grozăv'ie	g r o z @ v i e	4		2	g r o z @ v i
10689	139568	grui	=	Ncms-n	grui	grui	g r u j	1		0	g r u
10690	139570	gruie	=	Ncf--n	gru.ie	gr'uie	g r u j e	2		0	g r u j
10691	139581	grumaz	=	Ncms-n	gru.maz	grum'az	g r u m a z	2		1	g r u m a z
10692	139590	grund	=	Ncms-n	grund	grund	g r u n d	1		0	g r u n d
10693	139592	grundui	=	Vmnp	grun.du.i	grundu'i	g r u n d u i	3		2	g r u n d u
10694	139635	grunz	=	Ncms-n	grunz	grunz	g r u n z	1		0	g r u n z
10695	139644	grup	=	Ncms-n	grup	grup	g r u p	1		0	g r u p
10696	139646	grupa	=	Vmnp	gru.pa	grup'a	g r u p a	2		1	g r u p
10697	139650	grupaj	=	Ncms-n	gru.paj	grup'aj	g r u p a Z	2		1	g r u p a Z
10698	139658	grupare	=	Ncfsrn	gru.pa.re	grup'are	g r u p a r e	3		1	g r u p a r
10699	139696	grupă	=	Ncfsrn	gru.pă	gr'upă	g r u p @	2		0	g r u p
10700	139705	grus	=	Ncm--n	grus	grus	g r u s	1		0	g r u s
10701	139706	grus	=	Ncmsvn	grus	grus	g r u s	1		0	g r u s
10702	139713	grânar	=	Ncms-n	grâ.nar	grân'ar	g r 1 n a r	2		1	g r 1 n a r
10703	139725	grâu	=	Ncms-n	grâu	grâu	g r 1 w	1		0	g r 1
10704	139727	grâuleț	=	Ncms-n	grâ.u.leț	grâul'eț	g r 1 u l e ts	3		2	g r 1 u l e ts
10705	139744	gușă	=	Ncfsrn	gu.șă	g'ușă	g u S @	2		0	g u S
10706	139745	guard	=	Ncms-n	guard	guard	g w a r d	1		0	g w a r d
10707	139746	guardaman	=	Ncms-n	guar.da.man	guardam'an	g w a r d a m a n	3		2	g w a r d a m a n
10708	139757	guatemalez	=	Afpms-n	gua.te.ma.lez	guatemal'ez	g w a t e m a l e z	4		3	g w a t e m a l e z
10709	139758	guatemalez	=	Ncms-n	gua.te.ma.lez	guatemal'ez	g w a t e m a l e z	4		3	g w a t e m a l e z
10710	139779	gubav	=	Afpms-n	gu.bav	g'ubav	g u b a v	2		0	g u b a v
10711	139795	gudron	=	Ncms-n	gu.dron	gudr'on	g u d r o n	2		1	g u d r o n
10712	139798	guelf	=	Ncms-n	guelf	guelf	g u e l f	-1	syll count mismatch	0	g u e l f
10713	139801	guerilă	=	Ncfsrn	gue.ri.lă	guer'ilă	g_j e r i l @	3		1	g_j e r i l
10714	139802	guguștiuc	=	Ncms-n	gu.guș.tiuc	guguști'uc	g u g u S t j u k	3		2	g u g u S t j u k
10715	139806	guinee	=	Ncf--n	gu.i.ne.e	guin'ee	g u i n e e	4		2	g u i n e
10716	139814	guița	=	Vmnp	gu.i.ța	guiț'a	g u i ts a	3		2	g u i ts
10717	139829	gulaș	=	Ncms-n	gu.laș	g'ulaș	g u l a S	2		0	g u l a S
10718	139836	gulden	=	Ncms-n	gul.den	g'ulden	g u l d e n	2		0	g u l d e n
10719	139842	guler	=	Ncms-n	gu.ler	g'uler	g u l e r	2		0	g u l e r
10720	139850	guma	=	Vmnp	gu.ma	gum'a	g u m a	2		1	g u m
10721	139885	gumilastic	=	Ncms-n	gu.mi.las.tic	gumil'astic	g u m i l a s t i k	4		2	g u m i l a s t i k
10722	139893	gumă	=	Ncfsrn	gu.mă	g'umă	g u m @	2		0	g u m
10723	139899	gunoi	=	Ncms-n	gu.noi	guno'i	g u n o j	2		1	g u n o
10724	139901	gunoi	=	Vmnp	gu.no.i	guno'i	g u n o i	3		2	g u n o
10725	139940	gupă	=	Ncfsrn	gu.pă	g'upă	g u p @	2		0	g u p
10726	139942	guraliv	=	Afpms-n	gu.ra.liv	gural'iv	g u r a l i v	3		2	g u r a l i v
10727	139957	gureș	=	Afpms-n	gu.reș	g'ureș	g u r e S	2		0	g u r e S
10728	139970	gurgui	=	Ncms-n	gur.gui	gurg'ui	g u r g u j	2		1	g u r g u
10729	139984	guriță	=	Ncfsrn	gu.ri.ță	gur'iță	g u r i ts @	3		1	g u r i ts
10730	139993	gurmă	=	Ncfsrn	gur.mă	g'urmă	g u r m @	2		0	g u r m
10731	139994	guru	=	Ncms-n	gu.ru	g'uru	g u r u	2		0	g u r
10732	139997	gură	=	Ncfsrn	gu.ră	g'ură	g u r @	2		0	g u r
10733	140007	gust	=	Ncms-n	gust	gust	g u s t	1		0	g u s t
10734	140010	gusta	=	Vmnp	gus.ta	gust'a	g u s t a	2		1	g u s t
10735	140014	gustare	=	Ncfsrn	gus.ta.re	gust'are	g u s t a r e	3		1	g u s t a r
10736	140026	gustat	=	Afpms-n	gus.tat	gust'at	g u s t a t	2		1	g u s t a t
10737	140035	gustativ	=	Afpms-n	gus.ta.tiv	gustat'iv	g u s t a t i v	3		2	g u s t a t i v
10738	140069	gustos	=	Afpms-n	gus.tos	gust'os	g u s t o s	2		1	g u s t o s
10739	140089	gutapercă	=	Ncfsrn	gu.ta.per.că	gutap'ercă	g u t a p e r k @	4		2	g u t a p e r k
10740	140097	gutui	=	Ncms-n	gu.tui	gut'ui	g u t u j	2		1	g u t u
10741	140101	gutuie	=	Ncfsrn	gu.tu.ie	gut'uie	g u t u j e	3		1	g u t u j
10742	140107	guturai	=	Ncms-n	gu.tu.rai	gutur'ai	g u t u r a j	3		2	g u t u r a
10743	140112	gută	=	Ncfsrn	gu.tă	g'ută	g u t @	2		0	g u t
10744	140118	guvernământ	=	Ncms-n	gu.ver.nă.mânt	guvernăm'ânt	g u v e r n @ m 1 n t	4		3	g u v e r n @ m 1 n t
10745	140126	guvern	=	Ncms-n	gu.vern	guv'ern	g u v e r n	2		1	g u v e r n
10746	140128	guverna	=	Vmnp	gu.ver.na	guvern'a	g u v e r n a	3		2	g u v e r n
10747	140140	guvernamental	=	Afpms-n	gu.ver.na.men.tal	guvernament'al	g u v e r n a m e n t a l	5		4	g u v e r n a m e n t a l
10748	140153	guvernant	=	Afpms-n	gu.ver.nant	guvern'ant	g u v e r n a n t	3		2	g u v e r n a n t
10749	140154	guvernant	=	Ncms-n	gu.ver.nant	guvern'ant	g u v e r n a n t	3		2	g u v e r n a n t
10750	140172	guvernantă	=	Ncfsrn	gu.ver.nan.tă	guvern'antă	g u v e r n a n t @	4		2	g u v e r n a n t
10751	140185	guvernare	=	Ncfsrn	gu.ver.na.re	guvern'are	g u v e r n a r e	4		2	g u v e r n a r
10752	140198	guvernat	=	Afpms-n	gu.ver.nat	guvern'at	g u v e r n a t	3		2	g u v e r n a t
10753	140207	guvernator	=	Ncms-n	gu.ver.na.tor	guvernat'or	g u v e r n a t o r	4		3	g u v e r n a t o r
10754	140232	guzgan	=	Ncms-n	guz.gan	guzg'an	g u z g a n	2		1	g u z g a n
10755	140246	guzlă	=	Ncfsrn	guz.lă	g'uzlă	g u z l @	2		0	g u z l
10756	140252	gâde	=	Ncms-n	gâ.de	g'âde	g 1 d e	2		0	g 1 d
10757	140253	gâde	=	Ncmsvy	gâ.de	g'âde	g 1 d e	2		0	g 1 d
10758	140260	gâdila	=	Vmnp	gâ.di.la	gâdil'a	g 1 d i l a	3		2	g 1 d i l
10759	140293	gâfâi	=	Vmnp	gâ.fâ.i	gâfâ'i	g 1 f 1 i	3		2	g 1 f 1
10760	140297	gâfâială	=	Ncfsrn	gâ.fâ.ia.lă	gâfâi'ală	g 1 f 1 j a l @	4		2	g 1 f 1 j a l
10761	140331	gâlceavă	=	Ncfsrn	gâl.cea.vă	gâlce'avă	g 1 l tS a v @	3		1	g 1 l tS a v
10762	140344	gâlcevi	=	Vmnp	gâl.ce.vi	gâlcev'i	g 1 l tS e v i	3		2	g 1 l tS e v
10763	140370	gâlcevitor	=	Afpms-n	gâl.ce.vi.tor	gâlcevit'or	g 1 l tS e v i t o r	4		3	g 1 l tS e v i t o r
10764	140387	gâlcă	=	Ncfsrn	gâl.că	g'âlcă	g 1 l k @	2		0	g 1 l k
10765	140391	gâlgâi	=	Vmnp	gâl.gâ.i	gâlgâ'i	g 1 l g 1 i	3		2	g 1 l g 1
10766	140421	gând	=	Ncms-n	gând	gând	g 1 n d	1		0	g 1 n d
10767	140422	gândac	=	Ncms-n	gân.dac	gând'ac	g 1 n d a k	2		1	g 1 n d a k
10768	140441	gândi	=	Vmnp	gân.di	gând'i	g 1 n d i	2		1	g 1 n d
10769	140445	gândire	=	Ncfsrn	gân.di.re	gând'ire	g 1 n d i r e	3		1	g 1 n d i r
10770	140462	gândit	=	Afpms-n	gân.dit	gând'it	g 1 n d i t	2		1	g 1 n d i t
